title,author,language,genres,data
new spring,robertjordan,english,fantasy fiction epicfantasy highfantasy sciencefictionfantasy adventure epic audiobook magic adult,new spring robertjordan english fantasy fiction epicfantasy highfantasy sciencefictionfantasy adventure epic audiobook magic adult
pygmalion and three other plays,georgebernardshaw johna.bertolini,english,classics plays drama fiction literature theatre irishliterature britishliterature criticism classicliterature,pygmalion and three other plays georgebernardshaw johna.bertolini english classics plays drama fiction literature theatre irishliterature britishliterature criticism classicliterature
not part of the plan,lucyscore,english,romance contemporaryromance contemporary humor fiction adult chicklit mfromance family,not part of the plan lucyscore english romance contemporaryromance contemporary humor fiction adult chicklit mfromance family
on the bright side im now the girlfriend of a sex god,louiserennison,english,youngadult fiction humor chicklit romance contemporary teen childrens comedy realisticfiction,on the bright side im now the girlfriend of a sex god louiserennison english youngadult fiction humor chicklit romance contemporary teen childrens comedy realisticfiction
other,karenkincy,english,youngadult fantasy paranormal werewolves urbanfantasy shapeshifters romance supernatural magic teen,other karenkincy english youngadult fantasy paranormal werewolves urbanfantasy shapeshifters romance supernatural magic teen
reasons to kill god,i.v.olokita,english,history worldwarii,reasons to kill god i.v.olokita english history worldwarii
mort,terrypratchett,english,fantasy fiction humor comedy sciencefictionfantasy audiobook magic novels death sciencefiction,mort terrypratchett english fantasy fiction humor comedy sciencefictionfantasy audiobook magic novels death sciencefiction
schatten,ursulapoznanski,german,thriller crime germanliterature adult,schatten ursulapoznanski german thriller crime germanliterature adult
something in the water,catherinesteadman,english,fiction thriller mystery audiobook mysterythriller suspense adult crime psychologicalthriller contemporary,something in the water catherinesteadman english fiction thriller mystery audiobook mysterythriller suspense adult crime psychologicalthriller contemporary
confessions of an ugly stepsister,gregorymaguire,english,fantasy fairytales historicalfiction fiction retellings adultfiction historical adult youngadult sciencefictionfantasy,confessions of an ugly stepsister gregorymaguire english fantasy fairytales historicalfiction fiction retellings adultfiction historical adult youngadult sciencefictionfantasy
triple zero,karentraviss,english,starwars sciencefiction fiction fantasy spaceopera sciencefictionfantasy space war militaryfiction novels,triple zero karentraviss english starwars sciencefiction fiction fantasy spaceopera sciencefictionfantasy space war militaryfiction novels
the old wives tale,arnoldbennett,english,classics fiction historicalfiction britishliterature literature novels 20thcentury classicliterature france literaryfiction,the old wives tale arnoldbennett english classics fiction historicalfiction britishliterature literature novels 20thcentury classicliterature france literaryfiction
moonsong,l.j.smith,english,vampires youngadult fantasy paranormal romance supernatural fiction paranormalromance witches werewolves,moonsong l.j.smith english vampires youngadult fantasy paranormal romance supernatural fiction paranormalromance witches werewolves
the african safari papers,robertsedlack,english,fiction africa novels,the african safari papers robertsedlack english fiction africa novels
the soldiers of halla,d.j.machale,english,fantasy youngadult fiction sciencefiction adventure childrens teen youngadultfantasy middlegrade dystopia,the soldiers of halla d.j.machale english fantasy youngadult fiction sciencefiction adventure childrens teen youngadultfantasy middlegrade dystopia
the english assassin,danielsilva,english,fiction thriller mystery espionage crime suspense mysterythriller spythriller action audiobook,the english assassin danielsilva english fiction thriller mystery espionage crime suspense mysterythriller spythriller action audiobook
the summoning,kelleyarmstrong,english,youngadult fantasy paranormal urbanfantasy supernatural magic romance ghosts werewolves fiction,the summoning kelleyarmstrong english youngadult fantasy paranormal urbanfantasy supernatural magic romance ghosts werewolves fiction
far from the tree,robinbenway,english,youngadult contemporary fiction realisticfiction audiobook family adoption youngadultcontemporary teen,far from the tree robinbenway english youngadult contemporary fiction realisticfiction audiobook family adoption youngadultcontemporary teen
intimacy,hanifkureishi,german,fiction contemporary britishliterature literature novels 20thcentury literaryfiction shortstories relationships adultfiction,intimacy hanifkureishi german fiction contemporary britishliterature literature novels 20thcentury literaryfiction shortstories relationships adultfiction
mennymsowie,sylviawaugh,polish,fantasy fiction childrens youngadult juvenile humor family britishliterature middlegrade magic,mennymsowie sylviawaugh polish fantasy fiction childrens youngadult juvenile humor family britishliterature middlegrade magic
spook country,williamgibson,english,fiction sciencefiction cyberpunk thriller espionage sciencefictionfantasy mystery novels suspense audiobook,spook country williamgibson english fiction sciencefiction cyberpunk thriller espionage sciencefictionfantasy mystery novels suspense audiobook
dreams and shadows,c.robertcargill,english,fantasy urbanfantasy fiction horror magic paranormal adult supernatural sciencefictionfantasy audiobook,dreams and shadows c.robertcargill english fantasy urbanfantasy fiction horror magic paranormal adult supernatural sciencefictionfantasy audiobook
ill scream later,marleematlin betsysharkey,english,nonfiction memoir biography autobiography disability humor adult biographymemoir contemporary,ill scream later marleematlin betsysharkey english nonfiction memoir biography autobiography disability humor adult biographymemoir contemporary
